"","x"
"1",0.000399450835151862
"2",0.000399458640508938
"3",0.00039948395964267
"4",0.000399519417682389
"5",0.000399566109559918
"6",0.000399602164595468
"7",0.000399638244949848
"8",0.00039965561088979
"9",0.000399672617949579
"10",0.000399695938316876
"11",0.000399733630554328
"12",0.000399774076855776
"13",0.00039981073346835
"14",0.000399857606085953
"15",0.000399909702867474
"16",0.000399929275800839
"17",0.000399951004834204
"18",0.000399961750207888
"19",0.000400003482354594
"20",0.000400057853508533
"21",0.000400092468078971
"22",0.000400078787898308
"23",0.00040008550415162
"24",0.00040012452771461
"25",0.000400124005939534
"26",0.000400148376384502
"27",0.000400154349590081
"28",0.0004001764070803
"29",0.000400212427502978
"30",0.000400262829312769
"31",0.000400354657884035
"32",0.000400409200432145
"33",0.000400444689811709
"34",0.000400470616903106
"35",0.000400465245034441
"36",0.00040049949424303
"37",0.000400538943495788
"38",0.000400589778678717
"39",0.000400601504611342
"40",0.000400635573461516
"41",0.000400724816608052
"42",0.000400774315475677
"43",0.000400755070496734
"44",0.00040081385672372
"45",0.000400871467809654
"46",0.000400862784409375
"47",0.000400836704294933
"48",0.000400854470642831
"49",0.000400848458762813
"50",0.00040085222934044
"51",0.000400887798294616
"52",0.00040093573344607
"53",0.000400979199796291
"54",0.000401002528464061
"55",0.000401032164854825
"56",0.000401051653910286
"57",0.00040107616827058
"58",0.00040107210873024
"59",0.000401057143386125
"60",0.00040106826334043
"61",0.000401087117080157
"62",0.00040110410530095
"63",0.000401178239225307
"64",0.000401243376531867
"65",0.000401255122238634
"66",0.00040128296743646
"67",0.000401346931143654
"68",0.000401426697608946
"69",0.000401495169552741
"70",0.000401512639594388
"71",0.000401515259834273
"72",0.000401491401186465
"73",0.000401489236355526
"74",0.000401480580920874
"75",0.000401500568758037
"76",0.000401541652729414
"77",0.000401558359964521
"78",0.000401577468108478
"79",0.000401566724608908
"80",0.000401594106907615
"81",0.000401615955272125
"82",0.00040163271630437
"83",0.000401599098917013
"84",0.000401611809755871
"85",0.000401677390383762
"86",0.000401680273536248
"87",0.000401635981157011
"88",0.000401640496840101
"89",0.000401670737859221
"90",0.000401685307758481
"91",0.000401694604032397
"92",0.000401746221803303
"93",0.000401767393791166
"94",0.000401779214534472
"95",0.000401815734857965
"96",0.000401865433832182
"97",0.000401883952905332
"98",0.000401899154918952
"99",0.000401925905522116
"100",0.000401965508700571
"101",0.000401994967856047
"102",0.00040197469668265
"103",0.000401968492194148
"104",0.000402011876224923
"105",0.000402036204367789
"106",0.000402061393620487
"107",0.00040212340935119
"108",0.000402131879548823
"109",0.000402137487912357
"110",0.000402185364274418
"111",0.000402188424266045
"112",0.000402201924973401
"113",0.000402242138026266
"114",0.000402290798268231
"115",0.000402296025358849
"116",0.000402305067216886
"117",0.000402335285631135
"118",0.000402334740530958
"119",0.000402337519595496
"120",0.00040234281960822
"121",0.000402338246957779
"122",0.000402336252957593
"123",0.00040234069264598
"124",0.000402334020120662
"125",0.000402322414989355
"126",0.00040231459591491
"127",0.000402283698836977
"128",0.000402241871985733
"129",0.000402182364766332
"130",0.000402127355042933
"131",0.000402083214901807
"132",0.000402059128516703
"133",0.000402025207439415
"134",0.000402014419215899
"135",0.000401976265820036
"136",0.000401922245932318
"137",0.000401873018824866
"138",0.000401822181101599
"139",0.000401768227086562
"140",0.000401701070494496
"141",0.000401626637321609
"142",0.00040159425731597
"143",0.000401632923755655
"144",0.000401671909135587
"145",0.000401674661332276
"146",0.000401651134883198
"147",0.000401647806610496
"148",0.000401637880481253
"149",0.000401596160141626
"150",0.000401519097879316
"151",0.000401485310745195
"152",0.000401457480461256
"153",0.000401434281179283
"154",0.00040133614067998
"155",0.000401252861759659
"156",0.000401197114527428
"157",0.000401110053796379
"158",0.000401010590769075
"159",0.000400917445044636
"160",0.000400855374051321
"161",0.000400756942200725
"162",0.000400635913749661
"163",0.00040055748477647
"164",0.000400417598035609
"165",0.000400284344458385
"166",0.000400206907738125
"167",0.000400074716687384
"168",0.00039999591865205
"169",0.00039992153389772
"170",0.000399838402430278
"171",0.000399742645235456
"172",0.00039968504798128
"173",0.000399589699076419
"174",0.000399524594759569
"175",0.00039945924429068
"176",0.000399347277041853
"177",0.000399289054512352
"178",0.000399166331375177
"179",0.000399070792723509
"180",0.000398952281949785
